DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,SOILTYPE,TRANSECT,PLOTNUM,LVGRASS,FORBS,CUYRDEAD,PRYRDEAD,WOODY,COMMENTS
PAB02,1,1990,7,5,001a,ir,,17,63.52,0.04,10.71,,,
PAB02,1,1990,7,5,001a,ir,,18,31.93,1.83,5.13,,,
PAB02,1,1990,7,5,001a,ir,,19,24.82,2.49,3.69,,,
PAB02,1,1990,7,5,001a,ir,,20,31.08,1.96,6.42,,,
PAB02,1,1990,7,18,000a,ir,,1 ,25.97,1.44,3.51,96.29,,
PAB02,1,1990,7,18,000a,ir,,2 ,16.02,1.16,1.54,60.56,,
PAB02,1,1990,7,18,000a,ir,,3 ,27.48,0.63,2.75,56.91,,
PAB02,1,1990,7,18,000a,ir,,4 ,24.76,3.48,4.50,49.62,,
PAB02,1,1990,7,18,000a,ir,,5 ,22.12,1.77,2.84,56.88,,
PAB02,1,1990,7,18,000a,ir,,6 ,14.95,9.36,2.20,89.14,,
PAB02,1,1990,7,18,000a,ir,,7 ,6.35,1.97,0.93,75.61,,
PAB02,1,1990,7,18,000a,ir,,8 ,21.80,2.76,3.49,73.17,,
PAB02,1,1990,7,18,000a,ir,,9 ,8.08,23.81,1.53,49.81,,
PAB02,1,1990,7,18,000a,ir,,10,25.97,19.13,3.34,46.81,,
PAB02,1,1990,7,18,000a,ir,,11,21.55,8.32,3.98,112.88,,
PAB02,1,1990,7,18,000a,ir,,12,8.39,19.39,1.24,59.83,,
PAB02,1,1990,7,18,000a,ir,,13,12.01,1.19,3.03,113.17,,
PAB02,1,1990,7,18,000a,ir,,14,10.56,2.55,2.26,91.98,,
PAB02,1,1990,7,18,000a,ir,,15,17.14,37.70,1.95,89.88,,
PAB02,1,1990,7,18,000a,ir,,16,3.59,48.34,0.99,143.74,,
PAB02,1,1990,7,18,000a,ir,,17,25.50,4.14,2.75,79.06,,
PAB02,1,1990,7,18,000a,ir,,18,22.51,23.82,2.93,52.46,,
PAB02,1,1990,7,18,000a,ir,,19,8.12,35.64,1.48,78.88,,
PAB02,1,1990,7,18,000a,ir,,20,17.10,49.01,2.39,73.98,,
PAB02,1,1990,7,18,001a,ir,,1 ,21.84,3.32,5.73,,,
PAB02,1,1990,7,18,001a,ir,,2 ,14.35,23.40,11.37,,,
PAB02,1,1990,7,18,001a,ir,,3 ,31.12,1.34,6.19,,,
PAB02,1,1990,7,18,001a,ir,,4 ,33.71,9.92,8.56,,,
PAB02,1,1990,7,18,001a,ir,,5 ,23.61,9.14,9.33,,,
PAB02,1,1990,7,18,001a,ir,,6 ,39.24,11.54,8.46,,,
PAB02,1,1990,7,18,001a,ir,,7 ,40.08,3.96,8.99,,,
PAB02,1,1990,7,18,001a,ir,,8 ,49.92,1.94,10.38,,,
PAB02,1,1990,7,18,001a,ir,,9 ,38.98,0.36,9.69,,,
PAB02,1,1990,7,18,001a,ir,,10,39.25,7.72,7.44,,,
PAB02,1,1990,7,18,001a,ir,,11,24.07,5.10,3.39,,,
PAB02,1,1990,7,18,001a,ir,,12,22.18,4.12,2.81,,,
PAB02,1,1990,7,18,001a,ir,,13,34.93,5.34,4.59,,,
PAB02,1,1990,7,18,001a,ir,,14,27.94,4.44,4.41,,,
PAB02,1,1990,7,18,001a,ir,,15,13.41,1.94,1.78,,,
PAB02,1,1990,7,18,001a,ir,,16,25.48,1.61,4.54,,,
PAB02,1,1990,7,18,001a,ir,,17,42.78,2.49,6.66,,,
PAB02,1,1990,7,18,001a,ir,,18,32.39,1.61,6.68,,,
PAB02,1,1990,7,18,001a,ir,,19,35.85,11.56,6.04,,,
PAB02,1,1990,7,18,001a,ir,,20,22.66,1.48,4.92,,,
PAB02,1,1990,8,1,000a,ir,,1 ,19.44,,1.70,86.84,,
PAB02,1,1990,8,1,000a,ir,,2 ,24.12,6.38,2.36,75.19,,
PAB02,1,1990,8,1,000a,ir,,3 ,15.23,2.84,1.71,66.05,,
PAB02,1,1990,8,1,000a,ir,,4 ,23.96,7.39,3.47,74.53,,
PAB02,1,1990,8,1,000a,ir,,5 ,18.02,9.42,2.81,69.45,,
PAB02,1,1990,8,1,000a,ir,,6 ,16.94,15.70,2.07,119.11,,
PAB02,1,1990,8,1,000a,ir,,7 ,34.98,29.27,4.42,77.94,,
PAB02,1,1990,8,1,000a,ir,,8 ,27.38,23.92,4.91,60.06,,
PAB02,1,1990,8,1,000a,ir,,9 ,44.68,,3.87,137.41,,
PAB02,1,1990,8,1,000a,ir,,10,12.69,16.53,2.23,73.35,,
PAB02,1,1990,8,1,000a,ir,,11,9.51,12.28,1.77,48.51,,
PAB02,1,1990,8,1,000a,ir,,12,27.81,1.55,4.24,42.78,,
PAB02,1,1990,8,1,000a,ir,,13,25.75,3.79,1.61,114.30,,
PAB02,1,1990,8,1,000a,ir,,14,13.59,13.21,1.16,79.68,,
PAB02,1,1990,8,1,000a,ir,,15,6.05,12.19,0.54,76.86,,
PAB02,1,1990,8,1,000a,ir,,16,9.25,15.80,1.57,67.77,,
PAB02,1,1990,8,1,000a,ir,,17,14.13,9.79,2.10,51.71,,
PAB02,1,1990,8,1,000a,ir,,18,6.38,13.71,0.97,38.07,,
PAB02,1,1990,8,1,000a,ir,,19,6.71,32.80,0.77,52.03,,
PAB02,1,1990,8,1,000a,ir,,20,20.49,8.95,2.98,74.94,,
PAB02,1,1990,8,1,001a,ir,,1 ,14.97,2.48,4.61,,,
PAB02,1,1990,8,1,001a,ir,,2 ,16.90,19.66,4.56,,,
PAB02,1,1990,8,1,001a,ir,,3 ,37.76,0.88,8.67,,,
PAB02,1,1990,8,1,001a,ir,,4 ,34.98,4.47,5.70,,,
PAB02,1,1990,8,1,001a,ir,,5 ,24.69,11.61,4.66,,,
PAB02,1,1990,8,1,001a,ir,,6 ,37.96,8.43,6.72,,,
PAB02,1,1990,8,1,001a,ir,,7 ,55.07,4.83,11.53,,,
PAB02,1,1990,8,1,001a,ir,,8 ,40.46,3.92,7.82,,,
PAB02,1,1990,8,1,001a,ir,,9 ,35.65,2.71,7.07,,,
PAB02,1,1990,8,1,001a,ir,,10,38.73,6.67,10.65,,,
PAB02,1,1990,8,1,001a,ir,,11,42.61,7.32,5.15,,,
PAB02,1,1990,8,1,001a,ir,,12,27.91,5.08,4.03,,,
PAB02,1,1990,8,1,001a,ir,,13,42.96,8.01,10.42,,,
PAB02,1,1990,8,1,001a,ir,,14,49.41,3.24,9.66,,,
PAB02,1,1990,8,1,001a,ir,,15,18.73,3.72,4.87,,,
PAB02,1,1990,8,1,001a,ir,,16,43.08,3.77,6.29,,,
PAB02,1,1990,8,1,001a,ir,,17,38.53,0.47,8.33,,,
PAB02,1,1990,8,1,001a,ir,,18,27.86,4.58,5.51,,,
PAB02,1,1990,8,1,001a,ir,,19,42.12,3.89,9.16,,,
PAB02,1,1990,8,1,001a,ir,,20,35.14,6.03,8.68,,,
PAB02,1,1990,8,17,000a,ir,,1 ,19.38,4.46,2.55,112.65,,
PAB02,1,1990,8,17,000a,ir,,2 ,29.67,2.89,2.88,76.16,,
PAB02,1,1990,8,17,000a,ir,,3 ,31.14,4.34,3.65,95.12,,
PAB02,1,1990,8,17,000a,ir,,4 ,26.65,3.32,1.92,80.54,,
PAB02,1,1990,8,17,000a,ir,,5 ,14.13,7.56,2.80,79.55,,
PAB02,1,1990,8,17,000a,ir,,6 ,15.53,1.37,1.91,73.34,,
PAB02,1,1990,8,17,000a,ir,,7 ,20.92,11.17,6.53,92.84,,
PAB02,1,1990,8,17,000a,ir,,8 ,35.25,13.08,2.14,131.18,,
PAB02,1,1990,8,17,000a,ir,,9 ,20.91,1.01,4.56,58.45,,
PAB02,1,1990,8,17,000a,ir,,10,6.06,23.24,0.78,95.83,,
PAB02,1,1990,8,17,000a,ir,,11,9.31,15.95,0.46,56.86,,
PAB02,1,1990,8,17,000a,ir,,12,14.41,3.62,7.63,90.47,,
PAB02,1,1990,8,17,000a,ir,,13,21.73,1.61,1.44,93.31,,
PAB02,1,1990,8,17,000a,ir,,14,16.23,0.87,1.74,91.88,,
PAB02,1,1990,8,17,000a,ir,,15,17.89,0.73,1.91,86.62,,
PAB02,1,1990,8,17,000a,ir,,16,9.31,22.52,2.69,102.98,,
PAB02,1,1990,8,17,000a,ir,,17,7.88,21.30,1.33,49.06,,
PAB02,1,1990,8,17,000a,ir,,18,17.86,15.79,4.20,70.89,,
PAB02,1,1990,8,17,000a,ir,,19,4.01,4.82,0.91,65.29,,
PAB02,1,1990,8,17,000a,ir,,20,24.90,4.28,5.75,94.48,,
PAB02,1,1990,8,17,001a,ir,,1 ,51.19,3.67,8.25,,,
PAB02,1,1990,8,17,001a,ir,,2 ,14.28,50.33,4.35,,,
PAB02,1,1990,8,17,001a,ir,,3 ,38.24,0.79,11.53,,,
PAB02,1,1990,8,17,001a,ir,,4 ,28.70,4.30,10.26,,,
PAB02,1,1990,8,17,001a,ir,,5 ,44.79,3.61,15.79,,,
PAB02,1,1990,8,17,001a,ir,,6 ,49.45,9.46,9.98,,,
PAB02,1,1990,8,17,001a,ir,,7 ,35.90,8.01,15.19,,,
PAB02,1,1990,8,17,001a,ir,,8 ,49.04,6.16,13.65,,,
PAB02,1,1990,8,17,001a,ir,,9 ,34.42,0.82,18.68,,,
PAB02,1,1990,8,17,001a,ir,,10,36.24,5.44,9.97,,,
PAB02,1,1990,8,17,001a,ir,,11,27.34,6.88,7.43,,,
PAB02,1,1990,8,17,001a,ir,,12,17.99,12.57,3.01,,,
PAB02,1,1990,8,17,001a,ir,,13,28.93,7.39,4.37,,,
PAB02,1,1990,8,17,001a,ir,,14,36.59,4.42,9.43,,,
PAB02,1,1990,8,17,001a,ir,,15,22.73,0.78,7.68,,,
PAB02,1,1990,8,17,001a,ir,,16,30.78,0.28,8.56,,,
PAB02,1,1990,8,17,001a,ir,,17,30.63,2.73,6.15,,,
PAB02,1,1990,8,17,001a,ir,,18,32.57,4.34,7.08,,,
PAB02,1,1990,8,17,001a,ir,,19,21.28,25.35,7.71,,,
PAB02,1,1990,8,17,001a,ir,,20,27.95,6.62,11.59,,,
PAB02,1,1990,8,30,000a,ir,,1 ,16.16,1.14,5.02,86.98,,
PAB02,1,1990,8,30,000a,ir,,2 ,24.45,,4.06,83.90,,
PAB02,1,1990,8,30,000a,ir,,3 ,20.51,5.94,9.21,85.41,,
PAB02,1,1990,8,30,000a,ir,,4 ,23.90,,6.85,58.31,,
PAB02,1,1990,8,30,000a,ir,,5 ,22.84,2.87,7.05,70.99,,
PAB02,1,1990,8,30,000a,ir,,6 ,20.89,17.48,2.18,86.25,,
PAB02,1,1990,8,30,000a,ir,,7 ,29.59,0.56,7.76,102.58,,
PAB02,1,1990,8,30,000a,ir,,8 ,27.73,12.36,12.13,91.05,,
PAB02,1,1990,8,30,000a,ir,,9 ,61.95,3.21,10.39,135.31,,
PAB02,1,1990,8,30,000a,ir,,10,14.32,7.48,3.89,60.63,,
PAB02,1,1990,8,30,000a,ir,,11,9.58,,2.47,51.96,,
PAB02,1,1990,8,30,000a,ir,,12,14.34,25.80,3.13,104.65,,
PAB02,1,1990,8,30,000a,ir,,13,25.52,10.18,5.34,89.10,,
PAB02,1,1990,8,30,000a,ir,,14,44.09,2.90,4.86,98.74,,
PAB02,1,1990,8,30,000a,ir,,15,16.01,14.45,6.41,86.57,,
PAB02,1,1990,8,30,000a,ir,,16,42.70,1.87,5.83,90.81,,
PAB02,1,1990,8,30,000a,ir,,17,34.43,31.53,10.04,147.56,,
PAB02,1,1990,8,30,000a,ir,,18,3.31,31.13,0.89,90.03,,
PAB02,1,1990,8,30,000a,ir,,19,15.36,26.30,8.48,109.70,,
PAB02,1,1990,8,30,000a,ir,,20,12.16,30.60,2.46,81.90,,
PAB02,1,1990,8,30,001a,ir,,1 ,18.73,13.81,10.02,,,
PAB02,1,1990,8,30,001a,ir,,2 ,18.19,25.84,6.46,,,
PAB02,1,1990,8,30,001a,ir,,3 ,35.39,0.18,11.24,,,
PAB02,1,1990,8,30,001a,ir,,4 ,91.01,4.94,15.35,,,
PAB02,1,1990,8,30,001a,ir,,5 ,26.46,11.02,7.76,,,
PAB02,1,1990,8,30,001a,ir,,6 ,70.20,18.21,17.84,,,
PAB02,1,1990,8,30,001a,ir,,7 ,28.51,5.83,11.34,,,
PAB02,1,1990,8,30,001a,ir,,8 ,57.77,4.01,14.92,,,
PAB02,1,1990,8,30,001a,ir,,9 ,49.41,11.21,16.95,,,
PAB02,1,1990,8,30,001a,ir,,10,46.29,4.58,10.51,,,
PAB02,1,1990,8,30,001a,ir,,11,40.56,7.18,10.95,,,
PAB02,1,1990,8,30,001a,ir,,12,34.11,13.18,16.27,,,
PAB02,1,1990,8,30,001a,ir,,13,78.32,2.04,18.98,,,
PAB02,1,1990,8,30,001a,ir,,14,18.11,2.94,9.79,,,
PAB02,1,1990,8,30,001a,ir,,15,62.63,0.43,21.26,,,
PAB02,1,1990,8,30,001a,ir,,16,39.19,,13.46,,,
PAB02,1,1990,8,30,001a,ir,,17,32.36,3.37,10.92,,,
PAB02,1,1990,8,30,001a,ir,,18,26.27,7.15,9.95,,,
PAB02,1,1990,8,30,001a,ir,,19,31.09,9.74,12.32,,,
PAB02,1,1990,8,30,001a,ir,,20,25.56,6.14,13.04,,,
PAB02,1,1990,9,20,000a,ir,,1 ,13.08,2.69,13.57,70.90,,
PAB02,1,1990,9,20,000a,ir,,2 ,15.52,4.91,5.27,69.01,,
PAB02,1,1990,9,20,000a,ir,,3 ,11.39,3.21,10.74,58.54,,
PAB02,1,1990,9,20,000a,ir,,4 ,19.82,9.79,11.47,38.21,,
PAB02,1,1990,9,20,000a,ir,,5 ,27.18,12.89,11.12,67.05,,
PAB02,1,1990,9,20,000a,ir,,6 ,24.26,6.97,6.76,74.02,,
PAB02,1,1990,9,20,000a,ir,,7 ,24.93,22.89,16.49,63.66,,
PAB02,1,1990,9,20,000a,ir,,8 ,25.18,,13.24,91.87,,
PAB02,1,1990,9,20,000a,ir,,9 ,8.25,17.78,4.84,76.71,,
PAB02,1,1990,9,20,000a,ir,,10,7.86,26.13,7.66,69.39,,
PAB02,1,1990,9,20,000a,ir,,11,10.13,28.38,2.98,105.75,,
PAB02,1,1990,9,20,000a,ir,,12,15.76,12.47,9.64,101.31,,
PAB02,1,1990,9,20,000a,ir,,13,11.09,0.81,2.30,112.15,,
PAB02,1,1990,9,20,000a,ir,,14,13.13,11.94,4.82,77.36,,
PAB02,1,1990,9,20,000a,ir,,15,18.48,1.56,3.77,52.20,,
PAB02,1,1990,9,20,000a,ir,,16,32.95,20.06,14.79,95.11,,
PAB02,1,1990,9,20,000a,ir,,17,6.76,12.23,5.14,116.32,,
PAB02,1,1990,9,20,000a,ir,,18,5.25,34.31,3.05,62.44,,
PAB02,1,1990,9,20,000a,ir,,19,17.93,26.27,11.40,69.83,,
PAB02,1,1990,9,20,000a,ir,,20,4.01,,1.98,63.12,,forbs mixed up
PAB02,1,1990,9,20,001a,ir,,1 ,17.30,23.42,10.63,,,
PAB02,1,1990,9,20,001a,ir,,2 ,16.71,30.31,12.51,,,
PAB02,1,1990,9,20,001a,ir,,3 ,39.87,1.40,31.38,,,
PAB02,1,1990,9,20,001a,ir,,4 ,31.18,10.86,17.67,,,
PAB02,1,1990,9,20,001a,ir,,5 ,23.35,16.92,11.93,,,
PAB02,1,1990,9,20,001a,ir,,6 ,39.62,14.21,23.53,,,
PAB02,1,1990,9,20,001a,ir,,7 ,32.82,6.07,21.85,,,
PAB02,1,1990,9,20,001a,ir,,8 ,36.81,9.93,20.17,,,
PAB02,1,1990,9,20,001a,ir,,9 ,36.65,16.31,17.59,,,
PAB02,1,1990,9,20,001a,ir,,10,39.30,4.63,21.98,,,
PAB02,1,1990,9,20,001a,ir,,11,51.82,7.92,16.88,,,
PAB02,1,1990,9,20,001a,ir,,12,70.38,0.93,23.89,,,
PAB02,1,1990,9,20,001a,ir,,13,22.63,,16.92,,,forbs mixed up
PAB02,1,1990,9,20,001a,ir,,14,60.67,7.25,16.37,,,
PAB02,1,1990,9,20,001a,ir,,15,21.90,0.87,19.01,,,
PAB02,1,1990,9,20,001a,ir,,16,31.91,5.94,15.66,,,
PAB02,1,1990,9,20,001a,ir,,17,52.27,1.80,25.24,,,
PAB02,1,1990,9,20,001a,ir,,18,25.92,5.60,22.61,,,
PAB02,1,1990,9,20,001a,ir,,19,39.62,4.97,15.53,,,
PAB02,1,1990,9,20,001a,ir,,20,23.34,3.79,20.95,,,
PAB02,1,1991,5,15,000a,ir,,1 ,5.50,,13.30,57.10,,
PAB02,1,1991,5,15,000a,ir,,2 ,3.20,0.40,3.20,75.00,,
PAB02,1,1991,5,15,000a,ir,,3 ,4.10,1.80,3.00,75.40,,
PAB02,1,1991,5,15,000a,ir,,4 ,3.80,3.00,3.50,97.10,,
PAB02,1,1991,5,15,000a,ir,,5 ,2.50,1.70,7.40,92.90,,
PAB02,1,1991,5,15,000a,ir,,6 ,3.30,,4.90,87.60,,
PAB02,1,1991,5,15,000a,ir,,7 ,4.90,16.40,18.20,123.00,,
PAB02,1,1991,5,15,000a,ir,,8 ,2.30,2.10,1.60,117.90,,
PAB02,1,1991,5,15,000a,ir,,9 ,2.30,5.90,13.10,78.90,,
PAB02,1,1991,5,15,000a,ir,,10,2.60,6.30,9.00,,,pryrd lost
PAB02,1,1991,5,15,000a,ir,,11,2.83,13.30,18.58,98.38,,
PAB02,1,1991,5,15,000a,ir,,12,2.10,1.74,5.63,88.94,,
PAB02,1,1991,5,15,000a,ir,,13,2.02,25.52,10.79,96.23,,
PAB02,1,1991,5,15,000a,ir,,14,2.86,1.68,12.04,80.89,,
PAB02,1,1991,5,15,000a,ir,,15,5.55,1.08,10.43,88.77,,
PAB02,1,1991,5,15,000a,ir,,16,5.31,14.67,7.27,75.89,,
PAB02,1,1991,5,15,000a,ir,,17,2.93,5.40,0.25,78.88,,
PAB02,1,1991,5,15,000a,ir,,18,3.15,11.59,4.24,100.16,,
PAB02,1,1991,5,15,000a,ir,,19,3.07,0.52,0.54,78.91,,
PAB02,1,1991,5,15,000a,ir,,20,0.44,24.95,3.01,131.11,,
PAB02,1,1991,5,29,000a,ir,,1 ,12.80,7.60,21.20,45.40,,
PAB02,1,1991,5,29,000a,ir,,2 ,12.80,6.80,15.90,64.70,,
PAB02,1,1991,5,29,000a,ir,,3 ,5.20,1.20,10.80,48.40,,
PAB02,1,1991,5,29,000a,ir,,4 ,6.40,11.20,9.60,67.00,,
PAB02,1,1991,5,29,000a,ir,,5 ,6.90,15.80,5.90,78.40,,
PAB02,1,1991,5,29,000a,ir,,6 ,8.00,25.50,5.10,63.70,,
PAB02,1,1991,5,29,000a,ir,,7 ,3.00,36.70,1.10,77.30,,
PAB02,1,1991,5,29,000a,ir,,8 ,15.70,1.80,5.90,95.50,,
PAB02,1,1991,5,29,000a,ir,,9 ,8.00,29.30,1.30,81.50,,
PAB02,1,1991,5,29,000a,ir,,10,26.80,10.60,13.20,106.30,,
PAB02,1,1991,5,29,000a,ir,,11,6.04,17.64,10.69,91.58,,
PAB02,1,1991,5,29,000a,ir,,12,9.40,2.87,17.62,84.36,,
PAB02,1,1991,5,29,000a,ir,,13,15.08,5.08,11.26,97.40,,
PAB02,1,1991,5,29,000a,ir,,14,4.39,5.09,16.56,30.68,,
PAB02,1,1991,5,29,000a,ir,,15,5.04,0.77,3.13,107.37,,
PAB02,1,1991,5,29,000a,ir,,16,4.70,46.60,3.20,25.80,,
PAB02,1,1991,5,29,000a,ir,,17,7.20,7.60,18.20,38.70,,
PAB02,1,1991,5,29,000a,ir,,18,3.40,36.20,6.20,51.20,,
PAB02,1,1991,5,29,000a,ir,,19,11.50,4.60,8.80,72.00,,
PAB02,1,1991,5,29,000a,ir,,20,8.40,46.00,8.70,94.40,,
PAB02,1,1991,6,12,000a,ir,,1 ,8.98,5.46,1.35,60.64,,
PAB02,1,1991,6,12,000a,ir,,2 ,13.69,17.59,1.88,76.71,,
PAB02,1,1991,6,12,000a,ir,,3 ,16.02,5.84,2.19,56.18,,
PAB02,1,1991,6,12,000a,ir,,4 ,9.19,8.53,0.59,56.83,,
PAB02,1,1991,6,12,000a,ir,,5 ,11.61,5.42,2.41,80.87,,
PAB02,1,1991,6,12,000a,ir,,6 ,18.00,10.20,3.21,115.20,,
PAB02,1,1991,6,12,000a,ir,,7 ,10.50,25.70,0.49,91.55,,
PAB02,1,1991,6,12,000a,ir,,8 ,25.02,3.27,1.67,148.62,,
PAB02,1,1991,6,12,000a,ir,,9 ,11.20,12.89,0.24,61.70,,
PAB02,1,1991,6,12,000a,ir,,10,15.20,9.34,0.82,87.10,,
PAB02,1,1991,6,12,000a,ir,,11,6.30,13.50,1.50,56.80,,
PAB02,1,1991,6,12,000a,ir,,12,14.70,4.50,2.30,57.80,,
PAB02,1,1991,6,12,000a,ir,,13,18.90,10.50,4.30,75.80,,
PAB02,1,1991,6,12,000a,ir,,14,14.70,7.00,4.50,76.70,,
PAB02,1,1991,6,12,000a,ir,,15,3.60,4.80,0.20,82.20,,
PAB02,1,1991,6,12,000a,ir,,16,10.70,22.80,0.30,93.00,,
PAB02,1,1991,6,12,000a,ir,,17,7.10,21.40,2.20,84.20,,
PAB02,1,1991,6,12,000a,ir,,18,4.40,85.40,3.40,89.50,,
PAB02,1,1991,6,12,000a,ir,,19,9.50,8.70,0.50,151.40,,
PAB02,1,1991,6,12,000a,ir,,20,10.00,47.30,3.00,113.20,,
PAB02,1,1991,6,26,000a,ir,,1 ,19.20,10.40,0.60,87.20,,
PAB02,1,1991,6,26,000a,ir,,2 ,36.30,15.50,1.20,65.80,,
PAB02,1,1991,6,26,000a,ir,,3 ,40.10,3.20,0.90,95.90,,
PAB02,1,1991,6,26,000a,ir,,4 ,16.80,11.80,2.40,66.30,,
PAB02,1,1991,6,26,000a,ir,,5 ,58.10,15.90,3.20,70.90,,
PAB02,1,1991,6,26,000a,ir,,6 ,15.16,1.18,3.04,67.83,,
PAB02,1,1991,6,26,000a,ir,,7 ,13.04,13.95,1.49,95.21,,
PAB02,1,1991,6,26,000a,ir,,8 ,59.69,7.74,6.49,98.26,,
PAB02,1,1991,6,26,000a,ir,,9 ,16.76,16.19,1.24,111.31,,
PAB02,1,1991,6,26,000a,ir,,10,11.63,24.61,0.35,87.74,,
PAB02,1,1991,6,26,000a,ir,,11,38.72,31.08,4.80,129.10,,
PAB02,1,1991,6,26,000a,ir,,12,10.70,6.62,3.56,94.20,,
PAB02,1,1991,6,26,000a,ir,,13,13.27,9.92,3.52,116.30,,
PAB02,1,1991,6,26,000a,ir,,14,23.71,10.61,1.47,89.54,,
PAB02,1,1991,6,26,000a,ir,,15,7.62,16.48,0.63,89.75,,
PAB02,1,1991,6,26,000a,ir,,16,31.45,28.56,1.23,64.46,,
PAB02,1,1991,6,26,000a,ir,,17,27.33,17.53,1.24,89.67,,
PAB02,1,1991,6,26,000a,ir,,18,12.47,23.73,0.43,74.80,,
PAB02,1,1991,6,26,000a,ir,,19,18.21,7.57,0.73,87.79,,
PAB02,1,1991,6,26,000a,ir,,20,22.12,2.10,0.75,60.05,,
PAB02,1,1991,7,10,000a,ir,,1 ,19.20,9.10,3.30,68.00,,
PAB02,1,1991,7,10,000a,ir,,2 ,17.10,15.00,3.20,87.80,,
PAB02,1,1991,7,10,000a,ir,,3 ,40.60,5.20,5.30,85.20,,
PAB02,1,1991,7,10,000a,ir,,4 ,13.30,18.40,2.80,69.40,,
PAB02,1,1991,7,10,000a,ir,,5 ,7.40,24.50,3.00,61.10,,
PAB02,1,1991,7,10,000a,ir,,6 ,21.40,22.64,4.23,69.61,,
PAB02,1,1991,7,10,000a,ir,,7 ,22.25,58.35,4.74,58.82,,
PAB02,1,1991,7,10,000a,ir,,8 ,22.14,3.10,5.48,103.98,,
PAB02,1,1991,7,10,000a,ir,,9 ,32.40,18.05,4.65,105.57,,
PAB02,1,1991,7,10,000a,ir,,10,12.18,27.39,2.31,54.99,,
PAB02,1,1991,7,10,000a,ir,,11,34.80,15.05,6.71,77.56,,
PAB02,1,1991,7,10,000a,ir,,12,19.47,1.45,4.19,118.40,,
PAB02,1,1991,7,10,000a,ir,,13,27.86,45.62,5.02,145.86,,
PAB02,1,1991,7,10,000a,ir,,14,8.71,14.57,1.44,72.54,,
PAB02,1,1991,7,10,000a,ir,,15,9.58,40.95,1.10,120.39,,
PAB02,1,1991,7,10,000a,ir,,16,8.47,14.01,2.03,57.59,,
PAB02,1,1991,7,10,000a,ir,,17,39.24,9.92,5.32,90.09,,
PAB02,1,1991,7,10,000a,ir,,18,15.16,29.50,2.87,73.40,,
PAB02,1,1991,7,10,000a,ir,,19,27.21,7.92,3.99,107.29,,
PAB02,1,1991,7,10,000a,ir,,20,11.77,15.83,1.83,56.12,,
PAB02,1,1991,7,24,000a,ir,,1 ,30.55,19.44,3.38,89.84,,
PAB02,1,1991,7,24,000a,ir,,2 ,41.89,9.03,4.09,176.30,,
PAB02,1,1991,7,24,000a,ir,,3 ,37.48,10.29,6.35,59.50,,
PAB02,1,1991,7,24,000a,ir,,4 ,39.59,15.16,5.76,80.34,,
PAB02,1,1991,7,24,000a,ir,,5 ,18.87,31.20,5.03,76.54,,
PAB02,1,1991,7,24,000a,ir,,6 ,12.51,54.96,2.61,112.65,,
PAB02,1,1991,7,24,000a,ir,,7 ,16.00,43.65,2.61,122.75,,
PAB02,1,1991,7,24,000a,ir,,8 ,21.61,6.04,4.03,74.61,,
PAB02,1,1991,7,24,000a,ir,,9 ,16.43,9.50,2.41,43.56,,
PAB02,1,1991,7,24,000a,ir,,10,8.60,23.95,1.40,73.33,,
PAB02,1,1991,7,24,000a,ir,,11,37.41,16.69,6.86,84.02,,
PAB02,1,1991,7,24,000a,ir,,12,22.74,9.17,5.46,55.18,,
PAB02,1,1991,7,24,000a,ir,,13,20.02,20.34,2.59,88.18,,
PAB02,1,1991,7,24,000a,ir,,14,18.00,7.92,4.91,67.02,,
PAB02,1,1991,7,24,000a,ir,,15,9.79,27.51,0.49,96.97,,
PAB02,1,1991,7,24,000a,ir,,16,27.34,26.46,4.06,72.19,,
PAB02,1,1991,7,24,000a,ir,,17,20.73,9.26,5.46,97.02,,
PAB02,1,1991,7,24,000a,ir,,18,17.76,21.50,5.31,116.36,,
PAB02,1,1991,7,24,000a,ir,,19,20.08,0.68,2.80,97.69,,
PAB02,1,1991,7,24,000a,ir,,20,13.70,17.86,3.04,117.71,,
PAB02,1,1991,8,7,000a,ir,,1 ,16.07,4.04,3.04,31.18,,
PAB02,1,1991,8,7,000a,ir,,2 ,16.98,3.71,5.97,89.13,,
PAB02,1,1991,8,7,000a,ir,,3 ,42.37,6.76,8.35,62.26,,
PAB02,1,1991,8,7,000a,ir,,4 ,22.91,13.00,6.48,65.97,,
PAB02,1,1991,8,7,000a,ir,,5 ,6.88,19.44,2.67,79.15,,
PAB02,1,1991,8,7,000a,ir,,6 ,6.15,41.97,1.55,86.55,,
PAB02,1,1991,8,7,000a,ir,,7 ,13.53,31.83,4.90,43.99,,
PAB02,1,1991,8,7,000a,ir,,8 ,13.59,11.07,7.18,38.22,,
PAB02,1,1991,8,7,000a,ir,,9 ,17.52,12.12,6.91,40.57,,
PAB02,1,1991,8,7,000a,ir,,10,6.30,43.00,1.60,9.50,,P.Dead bag missing
PAB02,1,1991,8,7,000a,ir,,11,16.41,11.01,5.45,53.62,,
PAB02,1,1991,8,7,000a,ir,,12,14.62,1.12,9.94,64.57,,
PAB02,1,1991,8,7,000a,ir,,13,24.18,10.19,9.80,75.26,,
PAB02,1,1991,8,7,000a,ir,,14,43.34,8.80,13.26,87.18,,
PAB02,1,1991,8,7,000a,ir,,15,0.60,12.41,0.33,55.58,,
