RECYEAR,RECMONTH,RECDAY,WATERSHED,SOILTYPE,TRANSECT,PLOTNUM,LVGRASS,FORBS,CUYRDEAD,PRYRDEAD,WOODY
2005,9,20,020b,tu,b ,4,39.7,0.65,,76.5,0
2005,9,20,020b,tu,b ,5,18.68,4.62,,97.8,10.32
2005,9,20,020b,tu,c ,1,6.24,5.35,,99.88,43.06
2005,9,20,020b,tu,c ,2,18.11,18.1,,88.45,5.07
2005,9,20,020b,tu,c ,3,21.02,2.22,,48.33,1.36
2005,9,20,020b,tu,c ,4,32.78,19.04,,79.83,0
2005,9,20,020b,tu,c ,5,19.11,1.38,,87.7,7.5
2005,9,20,020b,tu,d ,1,33.29,9.28,,65.29,0
2005,9,20,020b,tu,d ,2,41.74,23.08,,48.11,0
2005,9,20,020b,tu,d ,3,30.35,24.71,,54.16,1.14
2005,9,20,020b,tu,d ,4,8.19,13.6,,63.4,2.26
2005,9,20,020b,tu,d ,5,20.03,0.32,,47.01,6.79
2006,10,6,001d,fl,a ,1,35.76,0,,0,0
2006,10,6,001d,fl,a ,2,28.77,0.47,,0,0
2006,10,6,001d,fl,a ,3,14.93,3.51,,0,0.94
2006,10,6,001d,fl,a ,4,32.83,0.23,,0,0
2006,10,6,001d,fl,a ,5,36.31,0.05,,0,0
2006,10,6,001d,fl,b ,1,25.94,22.22,,0,0
2006,10,6,001d,fl,b ,2,47.85,0.72,,0,0
2006,10,6,001d,fl,b ,3,20.15,0.54,,0,0
2006,10,6,001d,fl,b ,4,35.72,0,,0,3.91
2006,10,6,001d,fl,b ,5,30.6,0.18,,0,0
2006,10,6,001d,fl,c ,1,39.01,0.09,,0,0
2006,10,6,001d,fl,c ,2,34.21,1.51,,0,0
2006,10,6,001d,fl,c ,3,31.87,2.13,,0,0
2006,10,6,001d,fl,c ,4,31.41,0.03,,0,0
2006,10,6,001d,fl,c ,5,30.51,2.25,,0,0
2006,10,6,001d,fl,d ,1,30.19,6.47,,0,3.88
2006,10,6,001d,fl,d ,2,29.2,2.87,,0,0
2006,10,6,001d,fl,d ,3,26.19,1.3,,0,0
2006,10,6,001d,fl,d ,4,49.81,0,,0,13.27
2006,10,6,001d,fl,d ,5,21.05,0.13,,0,0.37
2006,10,6,001d,tu,a ,1,43.74,1.38,,0,0
2006,10,6,001d,tu,a ,2,43.6,1.21,,0,0
2006,10,6,001d,tu,a ,3,56.21,1.85,,0,0
2006,10,6,001d,tu,a ,4,56.08,0,,0,0
2006,10,6,001d,tu,a ,5,51.5,3.6,,0,0
2006,10,6,001d,tu,b ,1,33.12,1.97,,0,0
2006,10,6,001d,tu,b ,2,39.71,1.23,,0,0
2006,10,6,001d,tu,b ,3,44.15,0,,0,0
2006,10,6,001d,tu,b ,4,49.25,0,,0,0
2006,10,6,001d,tu,b ,5,47.5,1.15,,0,0
2006,10,6,001d,tu,c ,1,44.13,0.14,,0,0
2006,10,6,001d,tu,c ,2,47.64,0,,0,0
2006,10,6,001d,tu,c ,3,41.55,0.01,,0,0
2006,10,6,001d,tu,c ,4,39.23,0.1,,0,0
2006,10,6,001d,tu,c ,5,44,0.39,,0,0
2006,10,6,001d,tu,d ,1,56.84,0.16,,0,0
2006,10,6,001d,tu,d ,2,39.96,0.58,,0,0
2006,10,6,001d,tu,d ,3,41.81,0.96,,0,0
2006,10,6,001d,tu,d ,4,51.58,0.65,,0,0
2006,10,6,001d,tu,d ,5,53.46,0.47,,0,0
2006,9,13,004b,fl,a ,1,13.03,5.21,,31.6,56.2
2006,9,13,004b,fl,a ,2,15.49,6.25,,12.5,0
2006,9,13,004b,fl,a ,3,17.3,4.59,,18.8,5.43
2006,9,13,004b,fl,a ,4,15.65,8.35,,16.77,0
2006,9,13,004b,fl,a ,5,18.43,3.12,,10.51,0
2006,9,13,004b,fl,b ,1,14.8,7.11,,15.69,0
2006,9,13,004b,fl,b ,2,19.21,1.59,,12.45,0
2006,9,13,004b,fl,b ,3,16.84,0.8,,15.15,0
2006,9,13,004b,fl,b ,4,17.41,2.47,,12.59,0
2006,9,13,004b,fl,b ,5,8.71,7.76,,6.73,0
2006,9,13,004b,fl,c ,1,17.05,7.48,,11.8,0
2006,9,13,004b,fl,c ,2,20.25,1.8,,15.65,2.52
2006,9,13,004b,fl,c ,3,27.42,13.41,,15.56,0
2006,9,13,004b,fl,c ,4,53.64,5.96,,18.89,0
2006,9,13,004b,fl,c ,5,23.2,5.11,,27.16,0
2006,9,13,004b,fl,d ,1,26.64,5.75,,19.05,0
2006,9,13,004b,fl,d ,2,21.99,7.95,,13.49,0
2006,9,13,004b,fl,d ,3,18.56,5.99,,14.05,0
2006,9,13,004b,fl,d ,4,16.06,4.85,,10.32,0
2006,9,13,004b,fl,d ,5,13.43,8.47,,11.6,0
2006,9,13,004b,tu,a ,1,23.94,11.78,,28.42,0
2006,9,13,004b,tu,a ,2,16.78,11.67,,24.85,0
2006,9,13,004b,tu,a ,3,14.73,21.61,,34.59,0
2006,9,13,004b,tu,a ,4,45.02,6.39,,24.44,0
2006,9,13,004b,tu,a ,5,16.66,10.09,,7.51,0
2006,9,13,004b,tu,b ,1,33.2,18.2,,25.71,0
2006,9,13,004b,tu,b ,2,6.6,9.18,,43.74,0
2006,9,13,004b,tu,b ,3,31.09,11.67,,20.47,0
2006,9,13,004b,tu,b ,4,23.07,11.85,,35.87,0
2006,9,13,004b,tu,b ,5,41.57,15.17,,31.38,0
2006,9,13,004b,tu,c ,1,48.4,6.33,,46.18,0
2006,9,13,004b,tu,c ,2,13.41,2.94,,19.38,11.75
2006,9,13,004b,tu,c ,3,38.87,16.16,,16.12,0
2006,9,13,004b,tu,c ,4,27.66,19.43,,40.97,0
2006,9,13,004b,tu,c ,5,27.44,19.52,,39.48,0
2006,9,13,004b,tu,d ,1,18.95,19.3,,49.38,38.88
2006,9,13,004b,tu,d ,2,0,0,,44.19,162.73
2006,9,13,004b,tu,d ,3,0.89,7.9,,23.19,258.53
2006,9,13,004b,tu,d ,4,9.65,3.19,,38.93,0
2006,9,13,004b,tu,d ,5,6.84,6.12,,12.13,55.32
2006,9,25,020b,fl,a ,1,35.75,0.04,,90.05,0
2006,9,25,020b,fl,a ,2,15.74,8.82,,27.59,0
2006,9,25,020b,fl,a ,3,12.15,10.94,,30.39,0.67
2006,9,25,020b,fl,a ,4,20.25,0,,69,0.69
2006,9,25,020b,fl,a ,5,34.8,4.03,,69.12,1.09
2006,9,25,020b,fl,b ,1,9.51,0.92,,32.44,0.4
2006,9,25,020b,fl,b ,2,19.87,0.03,,29.05,0
2006,9,25,020b,fl,b ,3,13.95,2.2,,33.28,0
2006,9,25,020b,fl,b ,4,26.8,0.81,,28.42,0
2006,9,25,020b,fl,b ,5,34.58,0,,60.12,0
2006,9,25,020b,fl,c ,1,16.54,13.29,,35.77,0
2006,9,25,020b,fl,c ,2,19.49,1.45,,23.34,0
2006,9,25,020b,fl,c ,3,27.67,6.61,,88.42,0
2006,9,25,020b,fl,c ,4,16.44,3.15,,57.34,0
2006,9,25,020b,fl,c ,5,29.55,2.19,,58.46,10.42
2006,9,25,020b,fl,d ,1,18.24,2.81,,111.17,0.2
2006,9,25,020b,fl,d ,2,7.54,5.44,,39.09,0
2006,9,25,020b,fl,d ,3,33.98,3.32,,62.46,0
2006,9,25,020b,fl,d ,4,13.69,3.57,,57.55,0
2006,9,25,020b,fl,d ,5,15.37,5.4,,50.32,0
2006,9,25,020b,tu,a ,1,22.76,24.26,,38.17,0
2006,9,25,020b,tu,a ,2,23.22,22.57,,52.57,0
2006,9,25,020b,tu,a ,3,13.56,12.09,,141.62,4.06
2006,9,25,020b,tu,a ,4,15.05,21.94,,72.64,0
2006,9,25,020b,tu,a ,5,35.09,7.89,,54.18,0
2006,9,25,020b,tu,b ,1,24.39,0.09,,85.29,0
2006,9,25,020b,tu,b ,2,53.9,0,,49.02,0.93
2006,9,25,020b,tu,b ,3,29.12,6.54,,50.27,0
2006,9,25,020b,tu,b ,4,51.2,6.5,,57.1,0
2006,9,25,020b,tu,b ,5,24.31,12.84,,66.84,0
2006,9,25,020b,tu,c ,1,36.22,0.17,,29.8,2.05
2006,9,25,020b,tu,c ,2,35.36,6.92,,65.65,29.45
2006,9,25,020b,tu,c ,3,26.95,5.9,,39.39,0
2006,9,25,020b,tu,c ,4,24.33,24.63,,20.39,0
2006,9,25,020b,tu,c ,5,9.03,12.8,,61.85,21.43
2006,9,25,020b,tu,d ,1,25.87,2.51,,80.13,0
2006,9,25,020b,tu,d ,2,53.91,8.16,,52.43,0
2006,9,25,020b,tu,d ,3,45.33,0,,44.31,3.87
2006,9,25,020b,tu,d ,4,19.06,21.86,,62.31,3.93
2006,9,25,020b,tu,d ,5,18.12,7.84,,68.26,3.68
2007,10,4,001d,fl,a ,1,61.81,0,,0,0
2007,10,4,001d,fl,a ,2,45.92,7.95,,0,0
2007,10,4,001d,fl,a ,3,29.34,2.07,,0,0.91
2007,10,4,001d,fl,a ,4,31.06,0.05,,0,0
2007,10,4,001d,fl,a ,5,29.77,0,,0,2.87
2007,10,4,001d,fl,b ,1,49.53,0.02,,0,0
2007,10,4,001d,fl,b ,2,35.95,0,,0,0
2007,10,4,001d,fl,b ,3,44.61,0.09,,0,0
2007,10,4,001d,fl,b ,4,40.14,0,,0,0
2007,10,4,001d,fl,b ,5,39.76,0.06,,0,0
2007,10,4,001d,fl,c ,1,46.55,0.41,,0,0
2007,10,4,001d,fl,c ,2,39.49,0,,0,0
2007,10,4,001d,fl,c ,3,36.55,0.58,,0,0
2007,10,4,001d,fl,c ,4,32.97,0.59,,0,0
2007,10,4,001d,fl,c ,5,39.77,0.01,,0,0
2007,10,4,001d,fl,d ,1,32.61,2.23,,0,0
2007,10,4,001d,fl,d ,2,44.62,10.29,,0,0
2007,10,4,001d,fl,d ,3,28.48,4,,0,2.12
2007,10,4,001d,fl,d ,4,28.66,0.35,,0,6.74
2007,10,4,001d,fl,d ,5,26.95,3.06,,0,2.46
2007,10,3,001d,tu,a ,1,53.66,3.1,,0,0
2007,10,3,001d,tu,a ,2,66.28,4.21,,0,0
2007,10,3,001d,tu,a ,3,58.96,0.35,,0,0
2007,10,3,001d,tu,a ,4,88.76,0,,0,0
2007,10,3,001d,tu,a ,5,53.89,4.53,,0,0
2007,10,3,001d,tu,b ,1,80.05,4.19,,0,0
2007,10,3,001d,tu,b ,2,49.89,0.62,,0,0
2007,10,3,001d,tu,b ,3,53.88,0.4,,0,0
2007,10,3,001d,tu,b ,4,51.46,0.29,,0,0
2007,10,3,001d,tu,b ,5,73.57,1.31,,0,0
2007,10,3,001d,tu,c ,1,75.81,0.02,,0,0
2007,10,3,001d,tu,c ,2,78.81,0.74,,0,0
2007,10,3,001d,tu,c ,3,76.67,0.5,,0,0
2007,10,3,001d,tu,c ,4,50.23,1.99,,0,0
2007,10,3,001d,tu,c ,5,71.69,0.08,,0,0
2007,10,3,001d,tu,d ,1,63.88,0.02,,0,0
2007,10,3,001d,tu,d ,2,69.39,0.14,,0,0
2007,10,3,001d,tu,d ,3,76.24,0,,0,0
2007,10,3,001d,tu,d ,4,62.43,0,,0,0
2007,10,3,001d,tu,d ,5,49.91,0.56,,0,0
2007,9,24,004b,fl,a ,1,27.9,5.79,,35.98,0
2007,9,24,004b,fl,a ,2,22.04,0.1,,20.32,0
2007,9,24,004b,fl,a ,3,21.47,4.18,,24.57,0
2007,9,24,004b,fl,a ,4,26.27,7.34,,31.7,0
2007,9,24,004b,fl,a ,5,24.83,7.66,,28.48,0
2007,9,24,004b,fl,b ,1,22.25,6.77,,63.64,42.6
2007,9,24,004b,fl,b ,2,19.59,6.36,,13.15,0
2007,9,24,004b,fl,b ,3,18.4,8.56,,9.78,0
2007,9,24,004b,fl,b ,4,25.25,1.73,,26.29,0
2007,9,24,004b,fl,b ,5,21.53,8.74,,10.54,0
2007,9,24,004b,fl,c ,1,29.8,6.23,,16.79,0
2007,9,24,004b,fl,c ,2,24.95,7.55,,10.85,0
2007,9,24,004b,fl,c ,3,45.49,3.51,,26.68,0.97
2007,9,24,004b,fl,c ,4,20.47,0.85,,11.74,0
2007,9,24,004b,fl,c ,5,18.87,10.31,,11.72,0
2007,9,24,004b,fl,d ,1,39.85,3.34,,47.33,0
2007,9,24,004b,fl,d ,2,15.34,6.86,,7.8,0
2007,9,24,004b,fl,d ,3,21.51,2.63,,19.43,0
2007,9,24,004b,fl,d ,4,22.73,7.11,,16.85,0
2007,9,24,004b,fl,d ,5,20.71,7.41,,35.15,0
2007,9,24,004b,tu,a ,1,12.06,17.68,,50.18,0
2007,9,24,004b,tu,a ,2,11.57,10.29,,47.73,4.5
2007,9,24,004b,tu,a ,3,13.54,12.78,,36.44,0
2007,9,24,004b,tu,a ,4,41.63,22.78,,44.05,0
2007,9,24,004b,tu,a ,5,38.69,12.37,,30.12,0
2007,9,24,004b,tu,b ,1,16.66,0.58,,21.63,0
2007,9,24,004b,tu,b ,2,18.66,3.41,,40.24,0
2007,9,24,004b,tu,b ,3,7.65,10.67,,35.02,0
2007,9,24,004b,tu,b ,4,46.2,0.69,,47.21,0
2007,9,24,004b,tu,b ,5,1.68,3.11,,34.88,0
2007,9,24,004b,tu,c ,1,0.14,3.33,,74,24.84
2007,9,24,004b,tu,c ,2,17.37,1.56,,40.98,0
2007,9,24,004b,tu,c ,3,19.27,1.46,,52.48,0
2007,9,24,004b,tu,c ,4,39.5,8.69,,31.42,0
2007,9,24,004b,tu,c ,5,33.54,9.15,,71.44,0
2007,9,24,004b,tu,d ,1,3.29,0.05,,56.4,40.97
2007,9,24,004b,tu,d ,2,13.16,6.03,,44.09,0
2007,9,24,004b,tu,d ,3,5.06,1.69,,45.69,12.07
2007,9,24,004b,tu,d ,4,0.12,0.46,,67.27,0
2007,9,24,004b,tu,d ,5,7.2,2.5,,16.73,5.61
2007,9,27,020b,fl,a ,1,63.27,0.56,,46.05,0
2007,9,27,020b,fl,a ,2,34.47,0,,58.43,0
2007,9,27,020b,fl,a ,3,26.54,9.34,,49.92,0
2007,9,27,020b,fl,a ,4,53.06,2.15,,69.58,20.29
2007,9,27,020b,fl,a ,5,25.53,2.8,,27.02,0
2007,9,27,020b,fl,b ,1,6.39,5.36,,70.76,23.16
2007,9,27,020b,fl,b ,2,17.75,22.2,,28.21,0
2007,9,27,020b,fl,b ,3,22.4,0.24,,44.47,0
2007,9,27,020b,fl,b ,4,16.5,4.1,,62.89,0
2007,9,27,020b,fl,b ,5,38.12,0.4,,25.83,0
2007,9,27,020b,fl,c ,1,29.2,4.44,,44.37,0
2007,9,27,020b,fl,c ,2,32.65,5.06,,46.74,45.84
2007,9,27,020b,fl,c ,3,25.39,5.16,,54.24,0
2007,9,27,020b,fl,c ,4,31.33,1.78,,53.18,0
2007,9,27,020b,fl,c ,5,26.8,11.48,,30.41,0
2007,9,27,020b,fl,d ,1,20.84,7.75,,33.27,0
2007,9,27,020b,fl,d ,2,21.93,3.24,,30.65,9.52
2007,9,27,020b,fl,d ,3,32.72,0.72,,41.1,0
2007,9,27,020b,fl,d ,4,26.43,2.69,,57.04,0
2007,9,27,020b,fl,d ,5,16.41,3.15,,22.16,2.06
2007,9,25,020b,tu,a ,1,40.09,3.13,,49.75,10.6
2007,9,25,020b,tu,a ,2,11.15,9.87,,37.99,0
2007,9,25,020b,tu,a ,3,13.44,28.37,,59.08,1.36
2007,9,25,020b,tu,a ,4,16.8,16.28,,63.98,0
2007,9,25,020b,tu,a ,5,9.59,24.3,,45.55,0
2007,9,25,020b,tu,b ,1,4.19,10.99,,74.42,18.4
2007,9,25,020b,tu,b ,2,14.01,0,,79.8,0
2007,9,25,020b,tu,b ,3,49.36,35.32,,29.39,0
2007,9,25,020b,tu,b ,4,40.95,1.61,,39.93,0
2007,9,25,020b,tu,b ,5,47.87,0.1,,22.1,0
2007,9,25,020b,tu,c ,1,19.8,15.27,,58.96,0.85
2007,9,25,020b,tu,c ,2,12.56,11.46,,34.1,11.49
2007,9,25,020b,tu,c ,3,18.28,4.48,,57.94,0
2007,9,25,020b,tu,c ,4,19.65,12.4,,32.97,0
2007,9,25,020b,tu,c ,5,24.68,17.74,,35.92,0
2007,9,25,020b,tu,d ,1,11.31,8.53,,35.63,2.05
2007,9,25,020b,tu,d ,2,8.6,58.1,,51.88,0
2007,9,25,020b,tu,d ,3,90.42,1.05,,48.9,0
2007,9,25,020b,tu,d ,4,9.17,27.44,,42.22,5.85
2007,9,25,020b,tu,d ,5,25.51,5.84,,57.53,0
2008,10,8,001d,fl,a ,1,49.2,0.21,,0,0
2008,10,8,001d,fl,a ,2,55.68,0.53,,0,5.07
2008,10,8,001d,fl,a ,3,34.17,0,,0,0
2008,10,8,001d,fl,a ,4,55.43,0,,0,0
2008,10,8,001d,fl,a ,5,66.5,0,,0,0
2008,10,8,001d,fl,b ,1,50.31,0.36,,0,0
2008,10,8,001d,fl,b ,2,32.94,0.11,,0,0
2008,10,8,001d,fl,b ,3,27.04,2.79,,0,0
2008,10,8,001d,fl,b ,4,41.76,0,,0,0
2008,10,8,001d,fl,b ,5,47.86,0,,0,0
2008,10,7,001d,fl,c ,1,65.78,0.32,,0,0
2008,10,7,001d,fl,c ,2,31.47,0.85,,0,0
2008,10,7,001d,fl,c ,3,43.29,0.49,,0,0
2008,10,7,001d,fl,c ,4,55.42,0.15,,0,0
2008,10,7,001d,fl,c ,5,25.17,0.51,,0,0
2008,10,7,001d,fl,d ,1,37.55,2.17,,0,0
2008,10,7,001d,fl,d ,2,74.44,5.79,,0,0
2008,10,7,001d,fl,d ,3,60.81,0.63,,0,0
2008,10,7,001d,fl,d ,4,73.68,0,,0,0
2008,10,7,001d,fl,d ,5,51.18,10.18,,0,0
2008,10,7,001d,tu,a ,1,66.33,0.04,,0,0
2008,10,7,001d,tu,a ,2,60.29,0.24,,0,0
2008,10,7,001d,tu,a ,3,125.34,0.02,,0,0
2008,10,7,001d,tu,a ,4,93.85,28.34,,0,0
2008,10,7,001d,tu,a ,5,76.91,0.2,,0,0
2008,10,7,001d,tu,b ,1,64.31,0,,0,0
2008,10,7,001d,tu,b ,2,58.85,0.01,,0,0
2008,10,7,001d,tu,b ,3,49.09,1.17,,0,0
2008,10,7,001d,tu,b ,4,66.8,0.11,,0,0
2008,10,7,001d,tu,b ,5,63.81,0,,0,0
2008,10,7,001d,tu,c ,1,57.13,0.41,,0,0
2008,10,7,001d,tu,c ,2,71.78,0,,0,0
2008,10,7,001d,tu,c ,3,84.86,0,,0,0
2008,10,7,001d,tu,c ,4,49.68,0,,0,0
2008,10,7,001d,tu,c ,5,68.44,0,,0,0
2008,10,7,001d,tu,d ,1,61.96,0,,0,0
2008,10,7,001d,tu,d ,2,58.88,0.16,,0,0
2008,10,7,001d,tu,d ,3,73.9,0,,0,0
2008,10,7,001d,tu,d ,4,56.41,1.71,,0,0
2008,10,7,001d,tu,d ,5,67.7,0.24,,0,0
2008,9,24,004b,fl,a ,1,35.1,2.95,,24.3,0
2008,9,24,004b,fl,a ,2,34.44,3.46,,19.82,0
2008,9,24,004b,fl,a ,3,30.69,2.26,,26.33,0
2008,9,24,004b,fl,a ,4,52.06,6.67,,33,0
2008,9,24,004b,fl,a ,5,34.87,2.34,,26.38,0
2008,9,24,004b,fl,b ,1,53.32,0.59,,44.78,1.38
2008,9,24,004b,fl,b ,2,58.9,2.36,,37.24,0
2008,9,24,004b,fl,b ,3,31.38,4.05,,39.42,48.05
2008,9,24,004b,fl,b ,4,22.35,7.16,,32.04,0
2008,9,24,004b,fl,b ,5,34.4,5.93,,17.94,0
2008,9,24,004b,fl,c ,1,24.08,8.24,,25.32,0
2008,9,24,004b,fl,c ,2,36.25,3.04,,32.78,0.52
2008,9,24,004b,fl,c ,3,53.68,5.82,,43.68,0
2008,9,24,004b,fl,c ,4,47.23,4.05,,23,0
2008,9,24,004b,fl,c ,5,63.51,7.35,,32.86,0
2008,9,24,004b,fl,d ,1,52.16,3.58,,43.6,0
2008,9,24,004b,fl,d ,2,35.03,3.95,,28.58,0
2008,9,24,004b,fl,d ,3,43.98,3.15,,24.08,0
2008,9,24,004b,fl,d ,4,43.64,2.63,,35.53,0
2008,9,24,004b,fl,d ,5,46.16,0.22,,24.57,0
2008,9,26,004b,tu,a ,1,38.21,22.09,,69.13,0
2008,9,26,004b,tu,a ,2,70.71,6.58,,59.1,0
2008,9,26,004b,tu,a ,3,30.11,1.31,,51.06,0
2008,9,26,004b,tu,a ,4,30.78,0.38,,39.46,0
2008,9,26,004b,tu,a ,5,25.27,5.16,,28.67,0
2008,9,26,004b,tu,b ,1,44.29,0.09,,42.57,6.81
2008,9,26,004b,tu,b ,2,21.95,10.67,,26.63,0
2008,9,26,004b,tu,b ,3,31.9,8.28,,67.98,27.83
2008,9,26,004b,tu,b ,4,19.38,3.05,,62.85,51.99
2008,9,26,004b,tu,b ,5,38.41,4.43,,109.55,4.32
2008,9,26,004b,tu,c ,1,18.75,12.25,,37.71,4.96
2008,9,26,004b,tu,c ,2,23.36,6.4,,36.38,0
2008,9,26,004b,tu,c ,3,52.95,0.99,,55.69,0
2008,9,26,004b,tu,c ,4,65.93,17.88,,46.46,11.62
2008,9,26,004b,tu,c ,5,25.45,9.16,,41.19,0
2008,9,26,004b,tu,d ,1,3.15,0.67,,12.3,78.37
2008,9,26,004b,tu,d ,2,5.35,7.59,,45.01,90.29
2008,9,26,004b,tu,d ,3,0.08,21.59,,45.67,0
2008,9,26,004b,tu,d ,4,10.62,16.84,,82.58,1.49
2008,9,26,004b,tu,d ,5,26.85,0.91,,61.2,72.73
2008,10,2,020b,fl,a ,1,49.56,0.11,,83.58,0
2008,10,2,020b,fl,a ,2,44.53,0,,61.49,0
2008,10,2,020b,fl,a ,3,17.51,10.25,,34.46,0
2008,10,2,020b,fl,a ,4,47.85,7.66,,23.83,0
2008,10,2,020b,fl,a ,5,24.67,2.8,,45.02,0
2008,10,2,020b,fl,b ,1,29.41,1.35,,36.57,0
2008,10,2,020b,fl,b ,2,37.08,9.46,,36.12,0
2008,10,2,020b,fl,b ,3,56.21,1.7,,38,21.67
2008,10,2,020b,fl,b ,4,25.02,1.13,,30,0
2008,10,2,020b,fl,b ,5,23,0.56,,30.99,0
2008,10,2,020b,fl,c ,1,42.26,6.34,,40.56,0
2008,10,2,020b,fl,c ,2,9.84,54.44,,14.58,0
2008,10,2,020b,fl,c ,3,62.15,4.79,,21.75,0
2008,10,2,020b,fl,c ,4,41.45,3.38,,50.53,0
2008,10,2,020b,fl,c ,5,39.99,1.57,,35.04,2.15
2008,10,2,020b,fl,d ,1,32.58,6.71,,34.86,0
2008,10,2,020b,fl,d ,2,70.11,0,,43.66,0
2008,10,2,020b,fl,d ,3,44.15,12.24,,31.23,0
2008,10,2,020b,fl,d ,4,30.9,31.39,,40.23,9.95
2008,10,2,020b,fl,d ,5,98.59,3.49,,50.6,0
2008,9,30,020b,tu,a ,1,36.82,25.38,,96.05,0
2008,9,30,020b,tu,a ,2,39.9,2.26,,77.82,0
2008,9,30,020b,tu,a ,3,49.97,20.17,,4.34,0
2008,9,30,020b,tu,a ,4,18.3,43.28,,51.86,0
2008,9,30,020b,tu,a ,5,21.26,16.92,,50.01,0
2008,9,30,020b,tu,b ,1,59.62,2.29,,33.56,0
2008,9,30,020b,tu,b ,2,69.82,0.19,,39.68,0
2008,9,30,020b,tu,b ,3,34.94,3.62,,31.99,0
2008,9,30,020b,tu,b ,4,3.67,16.29,,51.54,0
2008,9,30,020b,tu,b ,5,31.47,0,,45.54,0
2008,9,30,020b,tu,c ,1,39.99,8.98,,20.18,82.78
2008,9,30,020b,tu,c ,2,24.9,25.67,,29.08,0
2008,9,30,020b,tu,c ,3,35.38,18.53,,25.7,8.42
2008,9,30,020b,tu,c ,4,19.73,4.79,,13.08,0
2008,9,30,020b,tu,c ,5,2.65,4.7,,22.56,126.03
2008,10,2,020b,tu,d ,1,42.03,17.01,,97.06,0
2008,10,2,020b,tu,d ,2,120.61,7.87,,62.1,0
2008,10,2,020b,tu,d ,3,32.14,21.3,,24,1.19
2008,10,2,020b,tu,d ,4,24.66,17.3,,53.04,0
2008,10,2,020b,tu,d ,5,12.74,22.48,,64.99,26.65
2009,9,24,001d,fl,a ,1,44.46,0.29,,0,0
2009,9,24,001d,fl,a ,2,75.88,3.57,,0,0
2009,9,24,001d,fl,a ,3,60.96,1.42,,0,0
2009,9,24,001d,fl,a ,4,56.36,1.05,,0,0
2009,9,24,001d,fl,a ,5,70.16,8.43,,0,0
2009,9,24,001d,fl,b ,1,42.88,0,,0,0
2009,9,24,001d,fl,b ,2,46.83,2.56,,0,0
2009,9,24,001d,fl,b ,3,36.36,2.4,,0,0
2009,9,24,001d,fl,b ,4,27.53,0,,0,0
2009,9,24,001d,fl,b ,5,48.28,0.02,,0,0
2009,9,24,001d,fl,c ,1,52.59,0.39,,0,0
2009,9,24,001d,fl,c ,2,44.8,1.73,,0,0
2009,9,24,001d,fl,c ,3,44.02,2.57,,0,0
2009,9,24,001d,fl,c ,4,43.59,6.82,,0,0
2009,9,24,001d,fl,c ,5,42.17,0.55,,0,0
2009,9,24,001d,fl,d ,1,52.05,0.1,,0,0
2009,9,24,001d,fl,d ,2,56.79,0.19,,0,2.22
2009,9,24,001d,fl,d ,3,35,3.17,,0,0
2009,9,24,001d,fl,d ,4,37.68,0.13,,0,1.11
2009,9,24,001d,fl,d ,5,44.04,2.73,,0,4.29
2009,9,23,001d,tu,a ,1,88.22,2.91,,0,0
2009,9,23,001d,tu,a ,2,50.68,2.21,,0,0
2009,9,23,001d,tu,a ,3,74.53,7.17,,0,0
2009,9,23,001d,tu,a ,4,83.12,6.77,,0,0
2009,9,23,001d,tu,a ,5,67.38,1.08,,0,0
2009,9,23,001d,tu,b ,1,66.47,3.49,,0,0
2009,9,23,001d,tu,b ,2,69.14,0.99,,0,0
2009,9,23,001d,tu,b ,3,45.22,2,,0,0
2009,9,23,001d,tu,b ,4,56.32,0.23,,0,0
2009,9,23,001d,tu,b ,5,80.85,0.83,,0,0
2009,9,23,001d,tu,c ,1,62.96,0.12,,0,0
2009,9,23,001d,tu,c ,2,70.62,1.37,,0,0
2009,9,23,001d,tu,c ,3,90.09,1.27,,0,0
2009,9,23,001d,tu,c ,4,84.35,1.72,,0,0
2009,9,23,001d,tu,c ,5,128.15,3.54,,0,0
2009,9,23,001d,tu,d ,1,47.83,1.85,,0,0
2009,9,23,001d,tu,d ,2,86.11,0.88,,0,0
2009,9,23,001d,tu,d ,3,54.09,4.42,,0,0
2009,9,23,001d,tu,d ,4,65.87,0.65,,0,0
2009,9,23,001d,tu,d ,5,79.3,0,,0,0
2009,10,1,004b,fl,a ,1,50.82,0.76,,0,0
2009,10,1,004b,fl,a ,2,53.45,0.95,,0,0
2009,10,1,004b,fl,a ,3,83.29,0.34,,0,0
2009,10,1,004b,fl,a ,4,24.46,2.58,,0,0
2009,10,1,004b,fl,a ,5,34.71,1.14,,0,12.11
2009,10,1,004b,fl,b ,1,38.22,1.03,,0,0
2009,10,1,004b,fl,b ,2,37.42,3.06,,0,0
2009,10,1,004b,fl,b ,3,55.81,2.01,,0,0
2009,10,1,004b,fl,b ,4,41.67,21.55,,0,0
2009,10,1,004b,fl,b ,5,17.39,0.92,,0,0
2009,10,1,004b,fl,c ,1,74.33,5.44,,0,0
2009,10,1,004b,fl,c ,2,21.54,6.61,,0,0
2009,10,1,004b,fl,c ,3,29.18,1.29,,0,0
2009,10,1,004b,fl,c ,4,18.3,8.45,,0,0
2009,10,1,004b,fl,c ,5,38.47,0.61,,0,0
2009,10,1,004b,fl,d ,1,60.23,3.34,,0,4.49
2009,10,1,004b,fl,d ,2,56.03,6.75,,0,0
2009,10,1,004b,fl,d ,3,30.83,2.24,,0,0
